toponym,offset
Philip,986
Moscow,987
Moscow,988
Moscow,989
Buonaparte,990
Moscow,991
Europe,992
Oldenburg,993
Bald Hills,994
Bogucharovo,995
Ryazan,996
Petersburg,997
Rostopchin,998
Petersburg,999
Russia,1000
Petersburg,1001
France,1002
Austria,1003
East,1004
Paris,1005
Rostopchin,1006
Petersburg,1007
Moscow,1008
Moscow,1009
Petersburg,1010
Moscow,1011
Moscow,1012
Borís,1013
Karagins,1014
Karagins,1015
Moscow,1016
Kurágin,1017
Moscow,1018
Moscow,1019
Petersburg,1020
Moscow,1021
Sónya,1022
Moscow,1023
Moscow,1024
Moscow,1025
Moscow,1026
Konyusheny,1027
Sónya,1028
Sónya,1029
Moscow,1030
Vozdvizhenka,1031
Moscow,1032
Natásha,1033
Natásha,1034
Sónya,1035
Sónya,1036
Natásha,1037
Sónya,1038
Moscow,1039
Russia,1040
Moscow,1041
Shinshín,1042
Caucasus,1043
Persia,1044
Moscow,1045
Natásha,1046
Natásha,1047
Hélène,1048
Hélène,1049
Petersburg,1050
Moscow,1051
Petersburg,1052
Natásha,1053
Karagins,1054
Natásha,1055
Moscow,1056
Moscow,1057
Petersburg,1058
Moscow,1059
Moscow,1060
Moscow,1061
Moscow,1062
Poland,1063
Moscow,1064
Petersburg,1065
Natásha,1066
Vozdvizhenka,1067
Moscow,1068
Kurágin,1069
Moscow,1070
Tver,1071
Paris,1072
Petersburg,1073
Hélène,1074
Moscow,1075
Moscow,1076
Bald Hills,1077
Otradnoe,1078
Sónya,1079
Sónya,1080
Sónya,1081
Sónya,1082
Natásha,1083
Sónya,1084
Sónya,1085
Sónya,1086
Moscow,1087
Sónya,1088
Sónya,1089
Sónya,1090
Sónya,1091
Kurágin,1092
Natásha,1093
Sónya,1094
Kurágin,1095
Kamenka,1096
Kamenka,1097
Warsaw,1098
Dólokhov,1099
Tver,1100
Tver,1101
Moscow,1102
Moscow,1103
Madeira,1104
Siberia,1105
Balaga,1106
Moscow,1107
Madeira,1108
Tver,1109
Tver,1110
Matrena,1111
Nikitski Boulevard,1112
Balaga,1113
Arbat Square,1114
Arbat Street,1115
Podnovinski Boulevard,1116
"Konyusheny
Street",1117
Natásha,1118
Sónya,1119
Natásha,1120
Márya Dmítrievna,1121
Márya Dmítrievna,1122
Moscow,1123
Moscow,1124
Sónya,1125
Moscow,1126
Moscow,1127
Tver,1128
Moscow Pierre,1129
Tverskoy Boulevard,1130
Márya Dmítrievna,1131
Moscow,1132
Komoneno,1133
Kurágin,1134
Rostóva,1135
Moscow,1136
Moscow,1137
Petersburg,1138
Moscow,1139
Rostóva,1140
Mademoiselle Bourienne,1141
Moscow,1142
Petersburg,1143
Moscow,1144
Switzerland,1145
Petersburg,1146
Sónya,1147
Sónya,1148
Arbat Square,1149
Prechistenka Boulevard,1150
Western Europe,1151
Western Europe,1152
Oldenburg,1153
Talleyrand,1154
England,1155
St. Helena,1156
Europe,1157
Russia,1158
Austria,1159
England,1160
Europe,1161
Smolensk,1162
Moscow,1163
Vistula,1164
Vistula,1165
Oldenburg,1166
Russia,1167
France,1168
Prussia,1169
Dresden,1170
Moscow,1171
Dresden,1172
Austria,1173
Paris,1174
Thorn,1175
Vilkavisski,1176
Niemen,1177
Moscow,1178
Asia,1179
Moscow,1180
India,1181
Kashmir,1182
Kovno,1183
Viliya,1184
Africa,1185
Russia,1186
Russia,1187
Vilna,1188
Petersburg,1189
Vilna,1190
Vilna,1191
Zakret,1192
Petersburg,1193
Vilna,1194
Moscow,1195
Vilna,1196
Balashev,1197
Russia,1198
Borís,1199
Petersburg,1200
Duc de Bassano,1201
Rykonty,1202
Rykonty,1203
Naples,1204
Naples,1205
Naples,1206
Naples,1207
Naples,1208
Poland,1209
Prussia,1210
France,1211
Grand Duke,1212
Naples,1213
Balashev,1214
Vilna,1215
Balashev,1216
Vilna,1217
Russia,1218
Eau de Cologne,1219
