toponym,offset,latitude,longitude
Iowa,527,42.00027,-93.50049
Minnesota,528,46.25024,-94.25055
Ohio,529,40.25034,-83.00018
Indiana,530,40.00032,-86.25027
Missouri,531,38.25031,-92.50046
Kansas,532,38.50029,-98.50063
Arkansas,533,33.981735,-91.5578
Tennessee,534,36.538846,-87.364887
Kentucky,535,38.20042,-84.87762
Georgia,537,32.75042,-83.50018
Texas,538,31.25044,-99.25061
California,539,35.125624,-118.021353
Manhattan,540,40.742185,-73.992602
Manhattan,541,40.742185,-73.992602
Boston,542,42.35843,-71.05977
Charleston,544,32.77657,-79.93092
New Orleans,545,29.95465,-90.07507
California,546,35.125624,-118.021353
Mississippi,547,32.75041,-89.75036
Illinois,548,40.00032,-89.25037
Kansas,549,38.50029,-98.50063
Missouri,550,38.25031,-92.50046
Pacific,551,38.482,-90.74152
Manhattan,552,40.742185,-73.992602
Cincinnati,553,39.162,-84.45689
Chicago,554,41.85003,-87.65005
America,555,39.76,-98.5
Virginia,556,37.54812,-77.44675
Ohio,557,40.25034,-83.00018
Indiana,558,40.00032,-86.25027
Washington,559,47.50012,-120.50147
Washington Park,560,38.63505,-90.09289
Brooklyn,561,40.6501,-73.94958
Virginia,562,37.54812,-77.44675
Maryland,563,38.885867,-76.904972
Brooklyn,564,40.6501,-73.94958
Washington,565,47.50012,-120.50147
Brooklyn,566,40.6501,-73.94958
Washington,567,47.50012,-120.50147
Virginia,568,37.54812,-77.44675
Maryland,569,38.885867,-76.904972
Brooklyn,570,40.6501,-73.94958
Ohio,571,40.25034,-83.00018
Ohio,572,40.25034,-83.00018
Virginia,574,37.54812,-77.44675
Virginia,575,37.54812,-77.44675
Virginia,576,37.54812,-77.44675
America,578,39.76,-98.5
Mississippi,579,32.75041,-89.75036
Manhattan,580,40.742185,-73.992602
Broadway,581,38.61317,-78.79891
Manhattan,582,40.742185,-73.992602
Manhattan,583,40.742185,-73.992602
Manhattan,584,40.742185,-73.992602
Massachusetts,586,42.36565,-71.10832
Maine,587,44.538526,-67.883074
Carolina,588,18.38078,-65.95739
Michigan,589,44.25029,-85.50033
Florida,590,28.75054,-82.5001
Ethiopia,592,8.0,38.0
Carolina,593,18.38078,-65.95739
Ethiopia,594,8.0,38.0
Washington City,595,38.90011,-77.01637
Washington City,596,38.90011,-77.01637
South,597,6.66667,2.25
Mississippi,598,32.75041,-89.75036
South,599,6.66667,2.25
Western sea,600,47.60621,-122.33207
Manhattan,601,40.742185,-73.992602
South,602,6.66667,2.25
Ohio,603,40.25034,-83.00018
Missouri,604,38.25031,-92.50046
Ontario,606,49.25014,-84.49983
America,607,39.76,-98.5
Missouri,609,38.25031,-92.50046
Nebraska,610,40.477613,-95.727978
Kansas,611,38.50029,-98.50063
America,613,39.76,-98.5
America,616,39.76,-98.5
Mississippi,617,32.75041,-89.75036
Pacific,622,38.482,-90.74152
West,623,31.80238,-97.09167
Manhattan,625,40.742185,-73.992602
Republic,626,37.12005,-93.48019
America,627,39.76,-98.5
Ontario,628,49.25014,-84.49983
America,631,39.76,-98.5
Washington,633,47.50012,-120.50147
America,634,39.76,-98.5
Chicago,635,41.85003,-87.65005
Arkansas,636,33.981735,-91.5578
America,637,39.76,-98.5
America,638,39.76,-98.5
America,639,39.76,-98.5
America,640,39.76,-98.5
America,641,39.76,-98.5
America,642,39.76,-98.5
America,643,39.76,-98.5
Ontario,644,49.25014,-84.49983
Ontario,645,49.25014,-84.49983
Ohio,646,40.25034,-83.00018
California,647,35.125624,-118.021353
Ohio,649,40.25034,-83.00018
Colorado,650,39.00027,-105.50083
Oregon,651,44.00013,-120.50139
Texas,652,31.25044,-99.25061
Ottawa,654,45.41117,-75.69812
Atlantica,655,-21.57306,-51.21611
West,656,31.80238,-97.09167
America,657,39.76,-98.5
Fecund America,658,39.76,-98.5
America,659,39.76,-98.5
West,660,31.80238,-97.09167
Ohio,661,40.25034,-83.00018
Illinois,662,40.00032,-89.25037
Wisconsin,663,44.392496,-89.818139
Missouri,664,38.25031,-92.50046
Kentucky,665,38.20042,-84.87762
Tennessee,666,36.538846,-87.364887
Michigan,667,44.25029,-85.50033
Mississippi,668,32.75041,-89.75036
Alabama,669,32.75041,-86.75026
Georgia,670,32.75042,-83.50018
California,672,35.125624,-118.021353
Pennsylvania,673,40.696298,-77.995133
Earth,675,34.23314,-102.41075
Manhattan,678,40.742185,-73.992602
Connecticut,679,41.66704,-72.66648
Thames,680,-37.13333,175.53333
Potomac,681,39.01817,-77.20859
Washington,682,47.50012,-120.50147
Mississippi,683,32.75041,-89.75036
Jupiter,684,26.93422,-80.09421
Mars,685,40.6959,-80.01173
America,686,39.76,-98.5
Manhattan,687,40.742185,-73.992602
Missouri,688,38.25031,-92.50046
France,689,46.0,2.0
France,690,46.0,2.0
France,691,46.0,2.0
France,692,46.0,2.0
Earth,693,34.23314,-102.41075
France,694,46.0,2.0
France,696,46.0,2.0
New Jersey,698,40.16706,-74.49987
America,699,39.76,-98.5
Destin,700,30.39353,-86.49578
America,703,39.76,-98.5
Orient,704,41.13899,-72.30342
Victoria,705,22.28552,114.15769
France,706,46.0,2.0
Mecca,707,21.42667,39.82611
Ceres,708,37.59493,-120.95771
China,709,35.0,105.0
Africa,711,35.50472,11.06222
West,714,31.80238,-97.09167
Italy,715,42.83333,12.83333
India,716,20.0,77.0
India,717,20.0,77.0
Africa,719,35.50472,11.06222
India,720,20.0,77.0
India,721,20.0,77.0
Pacific,722,38.482,-90.74152
India,727,20.0,77.0
America,728,39.76,-98.5
Venice,730,45.43861,12.32667
Africa,734,35.50472,11.06222
India,735,20.0,77.0
Ganges,737,43.9338,3.70784
America,738,39.76,-98.5
China,739,35.0,105.0
Persia,740,32.0,53.0
Bengal,742,24.0,88.0
India,745,20.0,77.0
India,746,20.0,77.0
Jupiter,747,26.93422,-80.09421
Brooklyn,749,40.6501,-73.94958
Washington,750,47.50012,-120.50147
England,752,52.16045,-0.70312
France,753,46.0,2.0
Spain,754,40.0,-4.0
Broadway,755,38.61317,-78.79891
Pacific,757,38.482,-90.74152
Mississippi,758,32.75041,-89.75036
Africa,759,35.50472,11.06222
Earth,761,34.23314,-102.41075
Chicago,762,41.85003,-87.65005
Boston,763,42.35843,-71.05977
Philadelphia,764,39.95234,-75.16379
America,767,39.76,-98.5
Maine,768,44.538526,-67.883074
Illinois,769,40.00032,-89.25037
Virginia,770,37.54812,-77.44675
Georgia,771,32.75042,-83.50018
Tennessee,772,36.538846,-87.364887
Texas,773,31.25044,-99.25061
Florida,774,28.75054,-82.5001
Saguenay,775,48.41675,-71.06573
Earth,780,34.23314,-102.41075
West,784,31.80238,-97.09167
East,785,27.23998,87.14802
America,786,39.76,-98.5
Mississippi,787,32.75041,-89.75036
Texas,788,31.25044,-99.25061
Roanoke,789,37.27097,-79.94143
Savannah,790,32.08354,-81.09983
Altamahaw,791,36.1843,-79.50725
Pedee,792,47.35102,-116.7749
Florida,794,28.75054,-82.5001
Okeechobee,795,27.24393,-80.82978
Georgia,796,32.75042,-83.50018
Kentucky,799,38.20042,-84.87762
Tennessee,800,36.538846,-87.364887
Broadway,801,38.61317,-78.79891
Norway,802,62.0,10.0
Chicago,804,41.85003,-87.65005
Spain,805,40.0,-4.0
Virginia,807,37.54812,-77.44675
Potomac,808,39.01817,-77.20859
Washington,812,47.50012,-120.50147
West,815,31.80238,-97.09167
Kansas,816,38.50029,-98.50063
Missouri,817,38.25031,-92.50046
Illinois,818,40.00032,-89.25037
Ohio,819,40.25034,-83.00018
Indiana,820,40.00032,-86.25027
Colorado,822,39.00027,-105.50083
America,823,39.76,-98.5
Pacific,824,38.482,-90.74152
America,825,39.76,-98.5
Virginia,828,37.54812,-77.44675
Tennessee,829,36.538846,-87.364887
America,831,39.76,-98.5
How America,833,31.742509,-89.130519
America,836,39.76,-98.5
Indiana,837,40.00032,-86.25027
Kentucky,838,38.20042,-84.87762
Arkansas,839,33.981735,-91.5578
Nebraska,840,40.477613,-95.727978
Colorado,841,39.00027,-105.50083
Nevada,842,39.25021,-116.75119
Sitka,844,57.05306,-135.33
Aliaska,845,64.00028,-150.00028
America,846,39.76,-98.5
West,847,31.80238,-97.09167
Mississippi,848,32.75041,-89.75036
America,849,39.76,-98.5
Mississippi,850,32.75041,-89.75036
Eastern Sea,851,47.60621,-122.33207
Western Sea,852,47.60621,-122.33207
Chicago,853,41.85003,-87.65005
America,854,39.76,-98.5
America,856,39.76,-98.5
America,860,39.76,-98.5
"America

  Centre",861,40.410416,-77.178369
Earth,862,34.23314,-102.41075
Egypt,863,27.0,30.0
India,864,20.0,77.0
Greece,865,39.0,22.0
Rome,866,41.89474,12.4839
NAVESINK,867,40.39955,-74.03542
Colorado,869,39.00027,-105.50083
Oregon,871,44.00013,-120.50139
Mississippi,872,32.75041,-89.75036
America,873,39.76,-98.5
Texas,874,31.25044,-99.25061
Maine,875,44.538526,-67.883074
Vermont,877,44.00034,-72.74983
Virginia,878,37.54812,-77.44675
California,879,35.125624,-118.021353
East,880,27.23998,87.14802
West,881,31.80238,-97.09167
Rome,882,41.89474,12.4839
Washington,883,47.50012,-120.50147
Washington,884,47.50012,-120.50147
Thou,885,47.5801,2.90848
Washington,886,47.50012,-120.50147
America,887,39.76,-98.5
United States,891,39.76,-98.5
Earth,892,34.23314,-102.41075
Washington,893,47.50012,-120.50147
Florida,894,28.75054,-82.5001
America,895,39.76,-98.5
Florida,896,28.75054,-82.5001
America,900,39.76,-98.5
Paris,901,48.85341,2.3488
France,902,46.0,2.0
America,903,39.76,-98.5
America,904,39.76,-98.5
Ethiopia,905,8.0,38.0
America,908,39.76,-98.5
South,910,6.66667,2.25
East,911,27.23998,87.14802
West,912,31.80238,-97.09167
Maine,913,44.538526,-67.883074
New-England,914,46.53918,-102.86822
Pennsylvania,915,40.696298,-77.995133
Illinois,916,40.00032,-89.25037
Ohio,917,40.25034,-83.00018
Virginia,918,37.54812,-77.44675
South,919,6.66667,2.25
Texas,921,31.25044,-99.25061
America,922,39.76,-98.5
America,923,39.76,-98.5
East,924,27.23998,87.14802
India,926,20.0,77.0
United States,927,39.76,-98.5
United States,928,39.76,-98.5
United States,929,39.76,-98.5
United States,930,39.76,-98.5
United States,931,39.76,-98.5
United States,932,39.76,-98.5
"United
States",933,38.0,-97.0
United States,934,39.76,-98.5
Mississippi,935,32.75041,-89.75036
U.S.,936,39.76,-98.5
Salt Lake City,938,40.76078,-111.89105
UT,939,39.25024,-111.75103
"United
States",940,38.0,-97.0
United States,941,39.76,-98.5
U.S.,942,39.76,-98.5
U.S.,943,39.76,-98.5
